job_location,search_city,search_country,job_level,job_type,job_name,languages,certifications,soft_skills,programming_languages,technologies,academic_degrees,knowledge,n_languages,n_certifications,n_soft_skills,n_programming_languages,n_technologies,n_knowledge,n_academic_degrees,num_job_level,num_job_type,num_search_country
Milwaukee- WI,Milwaukee,United States,Mid senior,Onsite,Full Stack Software Engineer,No found,No found,Organization-Problem Solving-Teamwork,TypeScript-Java-CSS-Go-SQL-HTML-JavaScript-Python,AWS-Kubernetes-Azure-Docker-Google Cloud,No found,Agile-Web Development-Databases-Cloud Computing,0,0,3,8,5,4,0,1,2,3
Waukesha- WI,Milwaukee,United States,Mid senior,Onsite,Software Engineer,No found,No found,Communication-Teamwork-Creativity,Shell-Python,No found,No found,Agile-CI CD-Project Management,0,0,3,2,0,3,0,1,2,3
Milwaukee- WI,Milwaukee,United States,Mid senior,Onsite,Full Stack Software Engineer,No found,No found,Organization-Teamwork,TypeScript-Java-CSS-Go-SQL-HTML-JavaScript-Python,Google Cloud-AWS-Azure-Angular,No found,Agile-Web Development-Databases-Cloud Computing,0,0,2,8,4,4,0,1,2,3
Milwaukee- WI,Milwaukee,United States,Mid senior,Onsite,Software Engineer,No found,No found,Teamwork,Java-Go-SQL-Scala-JavaScript-Python,Node.js-Google Cloud-AWS-Azure,No found,Agile-Web Development-Databases-Cloud Computing,0,0,1,6,4,4,0,1,2,3
Milwaukee- WI,Milwaukee,United States,Mid senior,Onsite,Full Stack Software Engineer,No found,No found,Problem Solving-Leadership-Teamwork,TypeScript-Java-CSS-Go-SQL-HTML-JavaScript-Python,Google Cloud-AWS-Azure,No found,Agile-Web Development-Databases-Cloud Computing,0,0,3,8,3,4,0,1,2,3
Milwaukee- WI,Milwaukee,United States,Mid senior,Onsite,BackEnd Software Engineer,No found,No found,Teamwork-Creativity,Java-Go-SQL-Scala-Python,Node.js-Google Cloud-AWS-Azure,No found,Databases-Agile-Web Development-Cloud Computing-Software Architecture,0,0,2,5,4,5,0,1,2,3
Milwaukee- WI,Milwaukee,United States,Mid senior,Onsite,Software Engineer,No found,No found,Organization-Teamwork,Go,Google Cloud-AWS-Kubernetes-Azure,No found,Security-Cloud Computing,0,0,2,1,4,2,0,1,2,3
Milwaukee- WI,Milwaukee,United States,Mid senior,Onsite,Software Engineer,No found,No found,Teamwork,TypeScript-Java-CSS-Go-SQL-HTML-JavaScript-Python,Node.js-Google Cloud-AWS-Azure,No found,Databases-Agile-Web Development-Cloud Computing-Software Architecture,0,0,1,8,4,5,0,1,2,3
Milwaukee- WI,Milwaukee,United States,Mid senior,Onsite,BackEnd Software Engineer,No found,No found,Organization-Teamwork,Java-Go-SQL-Scala-Shell-JavaScript-Python,AWS-Node.js-Azure-Docker-Jenkins-Google Cloud,No found,DevOps-Databases-Version Control-Agile-Cloud Computing-Web Development,0,0,2,7,6,6,0,1,2,3
Milwaukee- WI,Milwaukee,United States,Mid senior,Onsite,Software Engineer,No found,No found,Teamwork,Ruby-Java-Perl-Go-SQL-Shell-JavaScript-Python,AWS-Kubernetes-Ansible-Azure-Docker-Terraform-Google Cloud,No found,DevOps-Databases-Agile-Web Development-Cloud Computing,0,0,1,8,7,5,0,1,2,3
Milwaukee- WI,Milwaukee,United States,Mid senior,Remote,Software Engineer,No found,No found,Communication-Time Management-Teamwork-Adaptability,Go-Python,Kubernetes-PostgreSQL-Docker,No found,Networking-Databases-Version Control-Data Science,0,0,4,2,3,4,0,1,1,3
Milwaukee- WI,Milwaukee,United States,Mid senior,Remote,Software Engineer,No found,No found,Communication-Problem Solving-Teamwork,No found,Kubernetes-Docker-RESTful APIs,No found,Networking-Testing-Security,0,0,3,0,3,3,0,1,1,3
Milwaukee- WI,Milwaukee,United States,Mid senior,Remote,Software Engineer,English,No found,Communication-Teamwork,No found,MySQL-MongoDB-PostgreSQL-Kubernetes,Bachelors,Networking-Databases-Web Development-Data Science,1,0,2,0,4,4,1,1,1,3
Milwaukee- WI,Milwaukee,United States,Mid senior,Remote,Software Engineer,English,No found,Communication-Leadership-Teamwork-Problem Solving,Go-Python,No found,No found,Networking-CI CD,1,0,4,2,0,2,0,1,1,3
Milwaukee- WI,Milwaukee,United States,Mid senior,Hybrid,Software Engineer,No found,No found,Communication-Leadership,No found,No found,No found,No found,0,0,2,0,0,0,0,1,0,3
Milwaukee- WI,Milwaukee,United States,Mid senior,Hybrid,Software Engineer,No found,No found,Leadership-Teamwork-Creativity,JavaScript,RESTful APIs-SOAP-Jenkins,No found,Version Control-Agile-Web Development-TDD-CI CD,0,0,3,1,3,5,0,1,0,3
Milwaukee- WI,Milwaukee,United States,Mid senior,Hybrid,Software Engineer,No found,No found,Communication-Leadership-Teamwork-Creativity,SQL-JavaScript,RESTful APIs-Azure,No found,Testing-Security-Version Control-Databases-Agile-Cloud Computing-Web Development,0,0,4,2,2,7,0,1,0,3
Milwaukee- WI,Milwaukee,United States,Mid senior,Hybrid,Full Stack Software Engineer,No found,No found,Teamwork,CSS-SQL-JavaScript-HTML,React-RESTful APIs-Angular-Jenkins,No found,Testing-Databases-Version Control-Agile-Web Development-Software Architecture-CI CD,0,0,1,4,4,7,0,1,0,3
Milwaukee- WI,Milwaukee,United States,Mid senior,Hybrid,Software Engineer,No found,No found,Teamwork,SQL,RESTful APIs-Jenkins,No found,Testing-Security-Version Control-Databases-Agile-CI CD,0,0,1,1,2,6,0,1,0,3
Milwaukee- WI,Milwaukee,United States,Mid senior,Hybrid,Software Engineer,No found,No found,Communication-Leadership-Teamwork,SQL-JavaScript,AWS-React-Angular-PostgreSQL-RESTful APIs,No found,Testing-Databases-Version Control-Mobile Development-Agile-Cloud Computing-Web Development-CI CD,0,0,3,2,5,8,0,1,0,3
Racine- WI,Milwaukee,United States,Mid senior,Hybrid,Quality Software Engineer,No found,No found,Time Management-Leadership-Organization-Adaptability-Creativity-Communication-Teamwork,Python,No found,No found,Project Management-Testing-Web Development-Security,0,0,7,1,0,4,0,1,0,3
Milwaukee- WI,Milwaukee,United States,Mid senior,Hybrid,Software Engineer,No found,No found,Problem Solving-Leadership-Organization-Creativity-Communication-Teamwork,No found,Spark,No found,Networking-Project Management,0,0,6,0,1,2,0,1,0,3
Santa Monica- CA,Simi Valley,United States,Mid senior,Onsite,Software Engineer,No found,No found,Organization-Leadership-Adaptability-Communication-Teamwork,TypeScript-Ruby-CSS-HTML-JavaScript,React-Node.js-GraphQL,No found,Testing-Web Development-Version Control,0,0,5,5,3,3,0,1,2,3
Malibu- CA,Simi Valley,United States,Mid senior,Onsite,Software Engineer,No found,No found,Problem Solving-Leadership-Creativity-Communication-Teamwork,Python,No found,No found,Testing-Version Control-Software Architecture-Data Science,0,0,5,1,0,4,0,1,2,3
Santa Monica- CA,Simi Valley,United States,Mid senior,Hybrid,Software Engineer,No found,No found,Organization-Decision Making-Leadership-Teamwork,No found,No found,PhD,Testing-Data Science,0,0,4,0,0,2,1,1,0,3
Fort Meade- MD,Baltimore,United States,Associate,Onsite,Software Engineer,No found,No found,No found,Java-Scala-Python,Ansible,No found,Testing-DevOps-Data Science-Agile-Cloud Computing-CI CD,0,0,0,3,1,6,0,0,2,3
Baltimore- MD,Baltimore,United States,Associate,Onsite,Software Engineer,No found,No found,Communication-Leadership-Teamwork,Java-Python,No found,PhD,Testing-Databases-Version Control-Security-Data Science,0,0,3,2,0,5,1,0,2,3
Annapolis Junction- MD,Baltimore,United States,Associate,Onsite,Software Engineer,No found,No found,Leadership-Teamwork,Java,No found,No found,Agile-DevOps-Security,0,0,2,1,0,3,0,0,2,3
Annapolis Junction- MD,Baltimore,United States,Associate,Onsite,Software Engineer,No found,No found,Leadership-Teamwork,No found,No found,No found,Testing-Security,0,0,2,0,0,2,0,0,2,3
United States,Baltimore,United States,Associate,Remote,Software Developer,English,No found,Time Management-Problem Solving-Communication-Critical Thinking-Teamwork,SQL-JavaScript-HTML,No found,Associate,Testing-Databases-Security-Networking-Agile-Web Development,1,0,5,3,0,6,1,0,1,3
United States,Baltimore,United States,Associate,Remote,Full Stack Software Engineer,No found,No found,Organization-Communication-Leadership-Teamwork,JavaScript-Python,AWS-Kubernetes-Vue.js-React-Django-RESTful APIs-Flask,No found,Testing-Web Development-Cloud Computing-Data Science,0,0,4,2,7,4,0,0,1,3
Kirkland- WA,Baltimore,United States,Associate,Remote,Software Engineer,No found,No found,Leadership,JavaScript,No found,No found,Web Development-Data Science,0,0,1,1,0,2,0,0,1,3
United States,Baltimore,United States,Associate,Remote,Software Engineer,No found,No found,Organization-Leadership-Adaptability-Creativity-Teamwork,CSS-HTML-JavaScript-Python,No found,No found,Web Development-Data Science,0,0,5,4,0,2,0,0,1,3
United States,Baltimore,United States,Associate,Remote,Full Stack Software Engineer,No found,No found,Leadership-Teamwork,Ruby,React-Ruby on Rails,No found,Testing-Web Development-Data Science,0,0,2,1,2,3,0,0,1,3
New York- NY,Baltimore,United States,Associate,Remote,BackEnd Software Engineer,No found,No found,Teamwork-Adaptability-Creativity,Java-Go-Rust-Python,Terraform-RESTful APIs-AWS-Spring,No found,Web Development-CI CD-Cloud Computing,0,0,3,4,4,3,0,0,1,3
Seattle- WA,Baltimore,United States,Associate,Remote,Software Engineer,No found,No found,Communication-Teamwork,CSS,React-AWS-Node.js,PhD,Version Control-Data Science-Agile-Cloud Computing-Web Development,0,0,2,1,3,5,1,0,1,3
United States,Baltimore,United States,Associate,Remote,Software Developer,English,No found,Communication-Teamwork,CSS-SQL-JavaScript-HTML,No found,No found,Testing-Databases-Version Control-Security-Agile-Web Development,1,0,2,4,0,6,0,0,1,3
Scottsdale- AZ,Baltimore,United States,Associate,Remote,Software Developer,English,No found,Leadership-Adaptability-Creativity-Communication-Teamwork,SQL,Kubernetes-React-MySQL-Docker-RESTful APIs,No found,Testing-Databases-Version Control-Agile-Web Development-Software Architecture,1,0,5,1,5,6,0,0,1,3
Massachusetts- United States,Baltimore,United States,Associate,Remote,Software Engineer,No found,No found,Teamwork,TypeScript-JavaScript-Shell-Python,AWS-React-MySQL-MongoDB-PostgreSQL-Docker-Terraform-RESTful APIs-Google Cloud,PhD,Security-Testing-Version Control-DevOps-Databases-Cloud Computing-Web Development,0,0,1,4,9,7,1,0,1,3
Utica-Rome Area,Baltimore,United States,Associate,Remote,Software Engineer,No found,No found,Organization-Teamwork,TypeScript-SQL-JavaScript,AWS-Kubernetes-Azure-Angular-Jenkins-RESTful APIs,No found,Testing-DevOps-Version Control-Security-Databases-Data Science-Agile-Cloud Computing-Web Development-Software Architecture-TDD-CI CD,0,0,2,3,6,12,0,0,1,3
United States,Baltimore,United States,Associate,Remote,Software Engineer,No found,No found,Problem Solving-Leadership-Adaptability-Communication-Teamwork,Java-SQL-Python,Jenkins,No found,Testing-Databases-Version Control-Project Management-Data Science,0,0,5,3,1,5,0,0,1,3
United States,Baltimore,United States,Associate,Remote,Software Engineer,No found,No found,Leadership-Teamwork-Adaptability-Creativity,SQL-JavaScript-Java,Node.js-AWS-Spring-MySQL-Angular-Jenkins,No found,Databases-Version Control-Agile-Web Development-Cloud Computing,0,0,4,3,6,5,0,0,1,3
Westminster- CO,Baltimore,United States,Associate,Remote,Software Developer,No found,No found,Organization-Leadership-Creativity-Communication-Teamwork,SQL-Python,Google Cloud-AWS-Azure,No found,Testing-Databases-Version Control-Data Science-Cloud Computing-Software Architecture,0,0,5,2,3,6,0,0,1,3
New York- NY,Baltimore,United States,Associate,Remote,Software Engineer,No found,No found,Organization-Communication-Leadership-Teamwork,No found,Google Cloud-AWS-Azure,No found,Testing-DevOps-Agile-Cloud Computing-CI CD,0,0,4,0,3,5,0,0,1,3
Maryland- United States,Baltimore,United States,Mid senior,Onsite,Software Engineer,No found,No found,Teamwork,CSS-HTML-JavaScript-PHP,React-Docker-SOAP-Angular,No found,Web Development,0,0,1,4,4,1,0,1,2,3
Fort Meade- MD,Baltimore,United States,Mid senior,Onsite,Software Engineer,No found,No found,Teamwork-Adaptability,SQL-Java,No found,No found,Testing-Databases,0,0,2,2,0,2,0,1,2,3
Annapolis Junction- MD,Baltimore,United States,Mid senior,Onsite,Software Engineer,No found,No found,Teamwork,No found,No found,No found,Security-Data Science,0,0,1,0,0,2,0,1,2,3
Hanover- MD,Baltimore,United States,Mid senior,Onsite,Software Developer,No found,No found,Interpersonal Skills-Adaptability-Communication-Critical Thinking-Teamwork,TypeScript-Java-Objective-C-HTML-CSS-Python,Elasticsearch-Docker,No found,Networking-Security-Web Development,0,0,5,7,2,3,0,1,2,3
Linthicum Heights- MD,Baltimore,United States,Mid senior,Onsite,Software Engineer,No found,No found,Communication-Teamwork,C++,No found,No found,Testing-Version Control,0,0,2,1,0,2,0,1,2,3
Annapolis Junction- MD,Baltimore,United States,Mid senior,Onsite,Software Engineer,No found,No found,Teamwork,Java,No found,No found,Security-Databases,0,0,1,1,0,2,0,1,2,3
Fort Meade- MD,Baltimore,United States,Mid senior,Onsite,Software Engineer,No found,No found,Teamwork,JavaScript,Node.js-AWS-Vue.js-Angular-MongoDB,No found,DevOps-Security-Version Control-Databases-Agile-Cloud Computing-Web Development,0,0,1,1,5,7,0,1,2,3
Fort Meade- MD,Baltimore,United States,Mid senior,Onsite,Software Engineer,No found,No found,Teamwork-Adaptability,No found,No found,No found,Testing-Security-Project Management-Data Science-Software Architecture,0,0,2,0,0,5,0,1,2,3
Beltsville- MD,Baltimore,United States,Mid senior,Onsite,Software Engineer,English,No found,Communication-Teamwork,Python,No found,No found,Testing-Security-Data Science,1,0,2,1,0,3,0,1,2,3
Annapolis Junction- MD,Baltimore,United States,Mid senior,Onsite,Software Engineer,No found,No found,Communication-Teamwork,Java,Hadoop,No found,Testing-DevOps-Version Control-Security-Databases-Data Science-Agile-Web Development,0,0,2,1,1,8,0,1,2,3
Annapolis Junction- MD,Baltimore,United States,Mid senior,Onsite,Full Stack Software Engineer,No found,No found,Teamwork,Java-Python,MongoDB-Docker-Spring,No found,Databases-Web Development-Data Science,0,0,1,2,3,3,0,1,2,3
Hanover- MD,Baltimore,United States,Mid senior,Onsite,Software Engineer,No found,No found,Communication-Teamwork,CSS-SQL-JavaScript,React-Angular,No found,Testing-Security-DevOps-Databases-Data Science-Agile-Web Development,0,0,2,3,2,7,0,1,2,3
Annapolis Junction- MD,Baltimore,United States,Mid senior,Onsite,Software Engineer,No found,No found,Teamwork-Adaptability,Java-SQL-Python,No found,No found,Testing-Databases-Data Science-Agile-Cloud Computing,0,0,2,3,0,5,0,1,2,3
Annapolis Junction- MD,Baltimore,United States,Mid senior,Onsite,Software Engineer,No found,No found,Teamwork,TypeScript,No found,No found,Testing-Data Science,0,0,1,1,0,2,0,1,2,3
Annapolis Junction- MD,Baltimore,United States,Mid senior,Onsite,Software Engineer,No found,No found,Leadership-Teamwork,Perl-Python,No found,No found,Data Science,0,0,2,2,0,1,0,1,2,3
Baltimore- MD,Baltimore,United States,Mid senior,Onsite,Software Engineer,No found,No found,Leadership,SQL-JavaScript-Java,No found,No found,Web Development-Databases-Cloud Computing-Data Science,0,0,1,3,0,4,0,1,2,3
Annapolis Junction- MD,Baltimore,United States,Mid senior,Onsite,Software Engineer,No found,No found,Teamwork,No found,No found,No found,Testing-Security,0,0,1,0,0,2,0,1,2,3
Fort Meade- MD,Baltimore,United States,Mid senior,Onsite,Software Engineer,No found,No found,Problem Solving-Teamwork-Creativity,Java,Spring-Jenkins,No found,Agile-Testing,0,0,3,1,2,2,0,1,2,3
Annapolis Junction- MD,Baltimore,United States,Mid senior,Onsite,Software Engineer,No found,No found,Organization-Teamwork,No found,No found,No found,Agile-Testing-Security-Software Architecture,0,0,2,0,0,4,0,1,2,3
Annapolis Junction- MD,Baltimore,United States,Mid senior,Onsite,Software Engineer,No found,No found,Teamwork,No found,No found,No found,Security,0,0,1,0,0,1,0,1,2,3
Annapolis Junction- MD,Baltimore,United States,Mid senior,Remote,Software Engineer,No found,No found,No found,JavaScript-Java,Node.js-React-MySQL-Express-MongoDB-PostgreSQL-RESTful APIs,No found,Agile-Databases-Web Development,0,0,0,2,7,3,0,1,1,3
Hanover- MD,Baltimore,United States,Mid senior,Remote,Software Engineer,No found,No found,Communication-Teamwork-Adaptability-Creativity,TypeScript-JavaScript-Ruby,Ruby on Rails-RESTful APIs-PostgreSQL-Express,No found,Testing-Databases-Web Development,0,0,4,3,4,3,0,1,1,3
Texas- MD,Baltimore,United States,Mid senior,Remote,Software Engineer,No found,No found,Organization-Leadership-Adaptability-Creativity-Teamwork,Ruby-Java-SQL-JavaScript-Python,AWS-React-Azure-Angular-MongoDB-PostgreSQL-Redis-Google Cloud,No found,Testing-Databases-Version Control-Agile-Cloud Computing-Web Development-CI CD,0,0,5,5,8,7,0,1,1,3
Baltimore- MD,Baltimore,United States,Mid senior,Remote,Full Stack Software Engineer,No found,No found,Communication-Teamwork-Creativity,SQL-Go-HTML-JavaScript-Python,AWS-Kubernetes-Node.js-React-Django-Angular-RESTful APIs-Flask,No found,Testing-Databases-Data Science-Web Development-Cloud Computing,0,0,3,5,8,5,0,1,1,3
Baltimore- MD,Baltimore,United States,Mid senior,Remote,Full Stack Software Engineer,No found,No found,Organization-Communication-Leadership-Teamwork,SQL-HTML-Python,React-Django-RESTful APIs-AWS,No found,Testing-Databases-Web Development-Cloud Computing-Software Architecture,0,0,4,3,4,5,0,1,1,3
Baltimore- MD,Baltimore,United States,Mid senior,Remote,Full Stack Software Engineer,No found,No found,Communication-Leadership-Teamwork,No found,Kubernetes-Spring-MongoDB-PostgreSQL-Docker-Jenkins,No found,DevOps-Security-Version Control-Databases-Data Science-Agile-Software Architecture-CI CD,0,0,3,0,6,8,0,1,1,3
Bowie- MD,Baltimore,United States,Mid senior,Remote,Software Engineer,No found,No found,Problem Solving-Leadership-Organization-Creativity-Communication-Teamwork,CSS-SQL-JavaScript,React-Azure-Angular,No found,Testing-Security-Databases-Data Science-Agile-Cloud Computing-Web Development,0,0,6,3,3,7,0,1,1,3
Baltimore- MD,Baltimore,United States,Mid senior,Remote,Software Engineer,No found,No found,Communication-Problem Solving-Teamwork-Adaptability,Scala,Spark-RESTful APIs-AWS-PostgreSQL,No found,Cloud Computing,0,0,4,1,4,1,0,1,1,3
Baltimore- MD,Baltimore,United States,Mid senior,Remote,Software Engineer,No found,No found,Organization-Teamwork-Adaptability,Java-Go-Scala-Kotlin-Python,AWS-Kubernetes-Azure-Docker-Terraform-RESTful APIs-Google Cloud,Certificate,Testing-Security-Mobile Development-Networking-Web Development-Cloud Computing,0,0,3,5,7,6,1,1,1,3
Ellicott City- MD,Baltimore,United States,Mid senior,Remote,Software Engineer,No found,No found,Communication-Teamwork-Creativity,Go,RESTful APIs,No found,Testing-Web Development-Security-DevOps,0,0,3,1,1,4,0,1,1,3
Bowie- MD,Baltimore,United States,Mid senior,Remote,Software Engineer,No found,No found,Communication-Organization-Teamwork-Creativity,Java-Go-Python,AWS-Azure,No found,DevOps-Security-Version Control-Web Development-Cloud Computing,0,0,4,3,2,5,0,1,1,3
Baltimore- MD,Baltimore,United States,Mid senior,Remote,BackEnd Software Engineer,No found,No found,Leadership-Teamwork-Adaptability,No found,RESTful APIs,No found,Data Science,0,0,3,0,1,1,0,1,1,3
Baltimore- MD,Baltimore,United States,Mid senior,Remote,BackEnd Software Engineer,No found,No found,Leadership-Organization-Adaptability-Creativity-Communication-Teamwork,Kotlin-Python,RESTful APIs-AWS,No found,Mobile Development-Project Management-Data Science-Cloud Computing-Software Architecture,0,0,6,2,2,5,0,1,1,3
Baltimore- MD,Baltimore,United States,Mid senior,Remote,Software Engineer,No found,No found,No found,SQL,No found,No found,Databases,0,0,0,1,0,1,0,1,1,3
Maryland- United States,Baltimore,United States,Mid senior,Remote,Software Developer,No found,No found,No found,CSS-HTML-JavaScript-Java,RESTful APIs-SOAP-Spring,No found,Agile-Testing-Web Development-Security,0,0,0,4,3,4,0,1,1,3
Columbia- MD,Baltimore,United States,Mid senior,Remote,Security Software Engineer,No found,No found,Teamwork-Adaptability,TypeScript-Ruby-Java-Perl-Go-JavaScript-Python,Vue.js-Node.js-Spring-React-Hadoop-Angular-Docker-Redis-RESTful APIs,Certificate,Security-Databases-Version Control-Agile-Web Development,0,0,2,7,9,5,1,1,1,3
Bowie- MD,Baltimore,United States,Mid senior,Remote,Software Engineer,No found,No found,Organization-Teamwork-Creativity,Java-SQL-Python,Spark-Hadoop,No found,Testing-Databases-Cloud Computing-Data Science,0,0,3,3,2,4,0,1,1,3
Baltimore- MD,Baltimore,United States,Mid senior,Remote,Software Developer,No found,No found,Teamwork-Adaptability,SQL-JavaScript,Vue.js,No found,Agile-Databases-Web Development,0,0,2,2,1,3,0,1,1,3
Baltimore- MD,Baltimore,United States,Mid senior,Remote,BackEnd Software Engineer,No found,No found,Communication-Leadership-Teamwork-Adaptability,Java-SQL-Python,RESTful APIs-AWS-Kubernetes,No found,Agile-Databases-Cloud Computing-Software Architecture,0,0,4,3,3,4,0,1,1,3
Baltimore- MD,Baltimore,United States,Mid senior,Remote,Software Engineer,English,No found,Communication-Leadership-Teamwork-Problem Solving,Go-Python,No found,No found,Networking-CI CD,1,0,4,2,0,2,0,1,1,3
Owings Mills- MD,Baltimore,United States,Mid senior,Hybrid,BackEnd Software Developer,No found,No found,Teamwork,SQL-JavaScript-Python,Node.js-AWS-PostgreSQL,No found,Databases-Agile-Web Development-Cloud Computing-Software Architecture,0,0,1,3,3,5,0,1,0,3
Annapolis Junction- MD,Baltimore,United States,Mid senior,Hybrid,Software Engineer,No found,No found,Teamwork,Java,AWS-Spring-Elasticsearch-Angular-PostgreSQL-Docker,No found,Testing-Security-Version Control-Databases-Agile-Cloud Computing-Web Development,0,0,1,1,6,7,0,1,0,3
Owings Mills- MD,Baltimore,United States,Mid senior,Hybrid,Software Engineer,No found,No found,No found,SQL,AWS,No found,Databases-Cloud Computing,0,0,0,1,1,2,0,1,0,3
Linthicum Heights- MD,Baltimore,United States,Mid senior,Hybrid,Software Engineer,No found,No found,Teamwork-Creativity,Python,No found,No found,Security,0,0,2,1,0,1,0,1,0,3
Fort Meade- MD,Baltimore,United States,Mid senior,Hybrid,Software Engineer,No found,No found,Organization-Leadership-Teamwork,Java-JavaScript-Python,AWS-Node.js-Spring-React-Express-MongoDB-Docker,No found,Testing-Databases-DevOps-Data Science-Cloud Computing-Web Development,0,0,3,3,7,6,0,1,0,3
Greenbelt- MD,Baltimore,United States,Mid senior,Hybrid,Software Developer,No found,No found,Interpersonal Skills-Problem Solving-Leadership-Creativity-Communication-Teamwork,SQL-JavaScript-Python,React-Spring,No found,Testing-Databases-Version Control-Agile-Web Development-Software Architecture,0,0,6,3,2,6,0,1,0,3
Annapolis Junction- MD,Baltimore,United States,Mid senior,Hybrid,Software Engineer,No found,No found,Problem Solving-Teamwork-Creativity,TypeScript,No found,No found,Testing-Security,0,0,3,1,0,2,0,1,0,3
Annapolis Junction- MD,Baltimore,United States,Mid senior,Hybrid,Software Engineer,No found,No found,Leadership-Teamwork,Java-Python,Hadoop,PhD,Testing-Security-Data Science,0,0,2,2,1,3,1,1,0,3
Annapolis Junction- MD,Baltimore,United States,Mid senior,Hybrid,Software Engineer,No found,No found,Leadership,SQL-Java,Hadoop,PhD,Testing-Databases-Security-Data Science-Cloud Computing,0,0,1,2,1,5,1,1,0,3
Annapolis Junction- MD,Baltimore,United States,Mid senior,Hybrid,Software Engineer,No found,No found,Leadership,Java-Python,No found,PhD,Testing-Security-Data Science,0,0,1,2,0,3,1,1,0,3
Annapolis Junction- MD,Baltimore,United States,Mid senior,Hybrid,Software Engineer,No found,No found,Leadership-Teamwork,Java-Python,RESTful APIs-Hadoop,PhD,Agile-Testing-Databases-Security,0,0,2,2,2,4,1,1,0,3
Annapolis Junction- MD,Baltimore,United States,Mid senior,Hybrid,Software Engineer,No found,No found,Leadership-Teamwork,TypeScript-Java-SQL-JavaScript-Python,Kubernetes-Docker,PhD,Testing-Databases-Version Control-Security-Data Science-Web Development,0,0,2,5,2,6,1,1,0,3
Annapolis Junction- MD,Baltimore,United States,Mid senior,Hybrid,Software Engineer,No found,No found,Leadership-Teamwork,TypeScript-JavaScript-Python,No found,PhD,Testing-Web Development-Security-Data Science,0,0,2,3,0,4,1,1,0,3
Annapolis Junction- MD,Baltimore,United States,Mid senior,Hybrid,Software Engineer,No found,No found,Leadership,Java,Hadoop,PhD,Testing-Security-Version Control-Data Science-Networking-Cloud Computing,0,0,1,1,1,6,1,1,0,3
Belcamp- MD,Baltimore,United States,Mid senior,Hybrid,Software Engineer,No found,No found,Teamwork-Creativity,Java-JavaScript-Python,AWS-Node.js-Vue.js-React-Angular,No found,Web Development-Cloud Computing,0,0,2,3,5,2,0,1,0,3
Maryland- United States,Baltimore,United States,Mid senior,Hybrid,Software Engineer,No found,No found,Communication-Problem Solving-Teamwork,Python,MongoDB-AWS-Angular-Spring,No found,Web Development-Databases-Cloud Computing,0,0,3,1,4,3,0,1,0,3
Columbia- MD,Baltimore,United States,Mid senior,Hybrid,Software Engineer,No found,No found,Communication-Problem Solving-Teamwork,Java-JavaScript-Shell-Python,No found,No found,Security-Version Control-Agile-Web Development-Software Architecture,0,0,3,4,0,5,0,1,0,3
Ann Arbor- MI,Waterloo,United States,Mid senior,Onsite,Software Engineer,English,No found,Leadership-Decision Making-Creativity-Communication-Teamwork,No found,No found,No found,Agile-Security-Data Science,1,0,5,0,0,3,0,1,2,3
Ann Arbor- MI,Waterloo,United States,Mid senior,Onsite,Software Engineer,No found,No found,Teamwork,CSS-SQL-JavaScript-HTML,Azure-Angular,No found,Testing-DevOps-Security-Databases-Agile-Cloud Computing-Web Development,0,0,1,4,2,7,0,1,2,3
Ann Arbor- MI,Waterloo,United States,Mid senior,Remote,Software Engineer,No found,No found,Problem Solving-Organization-Adaptability-Communication-Teamwork,Go-Shell,AWS-Kubernetes-Ansible-Puppet-Docker-Terraform,No found,Testing-Security-Agile-Cloud Computing-CI CD,0,0,5,2,6,5,0,1,1,3
Ann Arbor- MI,Waterloo,United States,Mid senior,Remote,Software Engineer,No found,No found,Communication-Leadership-Teamwork-Creativity,No found,PyTorch-TensorFlow,No found,Testing-Data Science,0,0,4,0,2,2,0,1,1,3
Greater Jackson- MI Area,Waterloo,United States,Mid senior,Remote,Software Engineer,No found,No found,Problem Solving-Leadership-Adaptability-Communication-Teamwork,TypeScript-CSS-SQL-HTML-JavaScript,RESTful APIs-Azure-Redis-Angular,No found,Testing-BDD-Version Control-Databases-Mobile Development-Agile-Cloud Computing-Web Development-TDD,0,0,5,5,4,9,0,1,1,3
Ann Arbor- MI,Waterloo,United States,Mid senior,Remote,Software Engineer,No found,No found,Communication-Teamwork-Adaptability-Creativity,TypeScript-JavaScript-Ruby,Ruby on Rails-RESTful APIs-PostgreSQL-Express,No found,Testing-Databases-Web Development,0,0,4,3,4,3,0,1,1,3
Ann Arbor- MI,Waterloo,United States,Mid senior,Hybrid,Software Engineer,Japanese,No found,Leadership-Adaptability-Creativity-Communication-Teamwork,Java-Go-Python,AWS-Kubernetes-Azure-PostgreSQL-Jenkins-Google Cloud,No found,Web Development-Testing-Databases-Cloud Computing,1,0,5,3,6,4,0,1,0,3
Fort Wayne- IN,Fort Wayne,United States,Mid senior,Onsite,Software Engineer,No found,No found,Leadership-Organization-Adaptability-Decision Making-Creativity-Communication-Teamwork,No found,No found,Certificate,Networking-Testing-Security,0,0,7,0,0,3,1,1,2,3
Fort Wayne- IN,Fort Wayne,United States,Mid senior,Onsite,Software Engineer,No found,No found,Leadership-Adaptability-Creativity-Communication-Teamwork,Java,Docker,No found,Agile-Testing-Version Control-Security,0,0,5,1,1,4,0,1,2,3
